구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H310202307100979,여,64,J00104,중학교,서울,도봉구,서울,노원구,550104,재가 요양보호사,1,1년0월,J03404,알선,재가,,,,,03:47.0,03:52.0
H304202307100976,남,68,J00102,초등학교,서울,성동구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03402,승인,,,,,,03:12.0,03:18.0
H323202307100950,남,74,J00106,고등학교,서울,강남구,서울,서초구,622904,주차 운전원,7,7년0월,J03404,알선,,,,,,59:26.0,59:31.0
H317202307100947,남,69,J00104,중학교,서울,구로구,서울,영등포구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,2년0월,J03402,승인,중국인,격일,,,,59:04.0,59:08.0
H305202307100931,남,23,J00110,대학_대학교,경기,수원시,서울,,417200,연예인 매니저 및 스포츠 매니저,,신입,J03402,승인,,,,,,57:20.0,57:25.0
H304202307100925,여,34,J00108,전문대학,서울,성동구,서울,광진구,232100,보육 교사,0,0년7월,J03402,승인,,,,,,56:40.0,56:46.0
H323202307100923,남,68,J00106,고등학교,서울,강남구,서울,송파구,542001,아파트?빌라 경비원,,신입,J03404,알선,,,,,,56:15.0,56:19.0
H313202307100919,여,67,J00106,고등학교,서울,서대문구,서울,은평구,550104,재가 요양보호사,1,1년0월,J03404,알선,,,,,,54:40.0,54:44.0
H308202307100915,남,62,J00102,초등학교,서울,성북구,서울,,561200,환경미화원 및 재활용품 수거원,1,1년0월,J03402,승인,,,,,,54:11.0,54:16.0
H316202307100898,남,68,J00104,중학교,서울,강서구,경기,김포시,542000,경비원(건물 관리원),,신입,J03404,알선,,,,,,50:43.0,50:44.0
H320202307100895,여,62,J00102,초등학교,서울,동작구,서울,영등포구,215302,보육시설 서비스 종사원,,신입,J03404,알선,,,,,,49:29.0,49:34.0
H311202307100888,남,77,J00106,고등학교,서울,노원구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,1년0월,J03402,승인,,,,,,49:03.0,49:08.0
H306202307100883,남,34,J00110,대학_대학교,서울,동대문구,서울,,415500,미디어 콘텐츠 디자이너,,신입,J03402,승인,,,,,,47:59.0,48:05.0
H118202307100873,여,70,J00104,중학교,서울,구로구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03402,승인,,,,,,46:24.0,46:28.0
H305202307100869,여,47,J00106,고등학교,서울,광진구,,,617900,기타 판매 단순 종사원,,신입,J03402,승인,,,,,,45:48.0,45:53.0
H324202307100856,남,27,J00110,대학_대학교,서울,송파구,광주,북구,153104,송?배전설비 기술자,,신입,J03402,승인,,,,,,42:15.0,42:19.0
H890202307100846,남,28,J00108,전문대학,서울,,,,621300,철도?전동차 기관사,,신입,J03402,승인,,,,,,41:28.0,41:33.0
H309202307100843,여,46,J00106,고등학교,서울,강북구,서울,,561100,청소원,10,10년0월,J03402,승인,,,,,,41:00.0,41:05.0
H301202307100841,남,61,J00100,관계없음,서울,종로구,,,624102,지하철 택배원,,신입,J03402,승인,,,,,,40:43.0,40:47.0
H309202307100817,여,71,J00106,고등학교,서울,도봉구,서울,,550104,재가 요양보호사,5,5년11월,J03404,알선,,,,,,37:14.0,37:20.0
H315202307100809,남,79,J00102,초등학교,서울,양천구,서울,,542001,아파트?빌라 경비원,,신입,J03402,승인,,,,,,35:17.0,35:17.0
H316202307100808,여,46,J00108,전문대학,서울,강서구,서울,,541903,주차 단속원 및 안전 순찰원,,신입,J03402,승인,,,,,,35:04.0,35:10.0
H320202307100804,남,69,J00106,고등학교,서울,동작구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,0년6월,J03404,알선,,,,,,33:18.0,33:23.0
H317202307100800,여,63,J00104,중학교,서울,구로구,지역무관,지역무관,550104,재가 요양보호사,4,4년0월,J03404,알선,,,,,,32:53.0,31:47.0
H320202307100795,여,66,J00106,고등학교,서울,동작구,,,550104,재가 요양보호사,0,0년3월,J03404,알선,,,,,,32:01.0,32:07.0
H316202307100789,여,68,J00102,초등학교,서울,강서구,,,550104,재가 요양보호사,2,2년2월,J03404,알선,,,,,,31:19.0,31:24.0
H320202307100766,여,51,J00106,고등학교,서울,동작구,서울,,550104,재가 요양보호사,10,10년0월,J03404,알선,,,,,,27:25.0,27:29.0
H308202307100755,남,65,J00100,관계없음,서울,성북구,서울,,28307,창고 관리원(자재 검수원 포함),10,10년0월,J03402,승인,,,,,,26:16.0,26:22.0
H317202307100753,남,67,J00106,고등학교,서울,구로구,서울,영등포구,542001,아파트?빌라 경비원,1,1년0월,J03402,승인,,,,,,26:10.0,26:14.0
H321202307100752,남,47,J00110,대학_대학교,서울,관악구,서울,,29506,사무 보조원(일반사업체),,신입,J03404,알선,,,,,,26:07.0,26:12.0
H305202307100749,남,66,J00102,초등학교,서울,광진구,서울,성동구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",6,6년0월,J03404,알선,,,,,,23:12.0,23:17.0
H324202307100726,여,65,J00104,중학교,서울,강동구,서울,송파구,561200,환경미화원 및 재활용품 수거원,6,6년0월,J03404,알선,,,,,,19:16.0,19:20.0
H315202307100721,여,70,J00104,중학교,서울,양천구,서울,강서구,550200,육아 도우미(베이비시터),,신입,J03405,알선대기,,,,,,18:30.0,18:33.0
H308202307100719,남,64,J00106,고등학교,서울,성북구,서울,강북구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20,20년0월,J03402,승인,,,,,,18:13.0,18:19.0
H301202307100710,남,68,J00110,대학_대학교,서울,,,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03404,알선,,,,,,17:00.0,17:04.0
H315202307100701,남,68,J00106,고등학교,서울,양천구,서울,,562900,기타 서비스 단순 종사원,,신입,J03402,승인,,,,,,15:10.0,15:16.0
H118202307100700,여,66,J00104,중학교,서울,구로구,경기,광명시,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,13:58.0,14:03.0
H317202307100699,여,59,J00106,고등학교,서울,구로구,,,550104,재가 요양보호사,3,3년0월,J03404,알선,중국인,오후재가,재가요양,구로재가,,13:42.0,13:46.0
H325202307100694,여,65,J00108,전문대학,서울,강동구,,,561100,청소원,10,10년0월,J03404,알선,,,,,,11:49.0,11:54.0
H320202307100691,남,71,J00106,고등학교,서울,동작구,서울,,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",10,10년0월,J03404,알선,,,,,,11:18.0,11:23.0
H304202307100682,남,40,J00108,전문대학,서울,강남구,서울,서초구,532200,홀서빙원,5,5년0월,J03402,승인,회계,,,,,09:09.0,09:13.0
H310202307100677,남,62,J00104,중학교,서울,도봉구,서울,,542001,아파트?빌라 경비원,,신입,J03404,알선,,,,,,08:18.0,08:23.0
H315202307100675,여,61,J00102,초등학교,서울,양천구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,08:06.0,08:11.0
H324202307100667,남,65,J00104,중학교,서울,송파구,서울,강남구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",4,4년7월,J03402,승인,,,,,,05:31.0,05:37.0
H324202307100666,남,72,J00102,초등학교,서울,송파구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",3,3년0월,J03402,승인,,,,,,05:09.0,05:13.0
H316202307100665,남,63,J00104,중학교,서울,강서구,서울,양천구,561100,청소원,8,8년0월,J03404,알선,,,,,,04:51.0,04:56.0
H304202307100656,여,55,J00104,중학교,서울,성동구,서울,,550104,재가 요양보호사,0,0년6월,J03404,알선,,,,,,01:11.0,01:11.0
H325202307100650,남,64,J00106,고등학교,서울,강동구,경기,하남시,622902,승합차 운전원,3,3년0월,J03404,알선,,,,,,00:00.0,00:04.0
H320202307100628,여,62,J00106,고등학교,서울,동작구,,,550104,재가 요양보호사,3,3년6월,J03404,알선,,,,,,56:10.0,56:14.0
H102202307100623,남,72,J00100,관계없음,서울,용산구,서울,마포구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,55:19.0,55:23.0
H303202307100622,남,63,J00110,대학_대학교,서울,용산구,서울,,562902,환경 감시원,,신입,J03402,승인,,,,,,55:02.0,55:07.0
H323202307100608,여,64,J00106,고등학교,서울,,,,561100,청소원,1,1년0월,J03404,알선,,,,,,49:23.0,49:27.0
H105202307100587,여,75,J00102,초등학교,서울,관악구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",12,12년0월,J03402,승인,,,,,,45:15.0,45:20.0
H001202307100577,여,38,J00110,대학_대학교,서울,,,,26102,마케팅?광고?홍보?상품기획 사무원,5,5년5월,J03402,승인,,,,,,40:24.0,58:27.0
H316202307100556,여,54,J00106,고등학교,서울,강서구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",6,6년0월,J03402,승인,,,,,,33:35.0,33:39.0
H309202307100545,여,62,J00106,고등학교,서울,강북구,서울,,550104,재가 요양보호사,5,5년0월,J03404,알선,,,,,,29:09.0,29:13.0
H307202307100544,남,56,J00110,대학_대학교,서울,중랑구,서울,,26103,영업 기획?관리?지원 사무원,25,25년0월,J03402,승인,,,,,,28:44.0,28:49.0
H001202307100541,여,30,J00110,대학_대학교,서울,,경기,고양시,133300,웹 개발자,,신입,J03402,승인,,,,,,28:34.0,30:26.0
H321202307100538,여,60,J00106,고등학교,서울,관악구,서울,전체,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20,20년0월,J03402,승인,,,,,,28:25.0,44:34.0
H001202307100536,남,53,J00106,고등학교,서울,관악구,서울,동작구,814002,건물용 냉난방 설비 조작원,15,15년0월,J03404,알선,,,,,,28:23.0,32:29.0
H324202307100526,남,61,J00104,중학교,서울,송파구,,,702501,도배공,,신입,J03402,승인,,,,,,26:59.0,27:03.0
H307202307100519,여,57,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,0,0년3월,J03404,알선,,,,,,22:57.0,23:01.0
H001202307100514,남,58,J00106,고등학교,서울,구로구,서울,영등포구,622904,주차 운전원,7,7년0월,J03402,승인,,,,,,20:31.0,22:29.0
H001202307100507,남,22,J00106,고등학교,서울,강서구,인천,남동구,532203,주점?커피숍 서빙원,,신입,J03402,승인,,,,,,19:48.0,26:42.0
H305202307100500,남,20,J00110,대학_대학교,서울,,인천,,304000,간호사,,신입,J03402,승인,,,,,,18:40.0,18:45.0
H315202307100488,남,67,J00110,대학_대학교,서울,양천구,서울,,622902,승합차 운전원,,신입,J03404,알선,,,,,,16:59.0,17:03.0
H318202307100483,여,68,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,10,10년0월,J03404,알선,,,,,,16:18.0,16:21.0
H316202307100480,여,54,J00110,대학_대학교,서울,강서구,서울,구로구,306502,작업치료사,25,25년9월,J03402,승인,,,,,,14:19.0,14:24.0
H324202307100479,여,61,J00106,고등학교,경기,하남시,서울,강동구,890000,제조 단순 종사원,20,20년0월,J03404,알선,,,,,,14:12.0,14:17.0
H324202307100474,남,63,J00110,대학_대학교,서울,,,,542000,경비원(건물 관리원),,신입,J03402,승인,,,,,,08:08.0,08:13.0
H315202307100462,여,66,J00106,고등학교,서울,강서구,서울,양천구,550104,재가 요양보호사,2,2년0월,J03404,알선,,,,,,02:00.0,02:04.0
H304202307100425,남,66,J00114,박사과정,서울,성동구,서울,,542001,아파트?빌라 경비원,4,4년0월,J03404,알선,,,,,,36:03.0,36:06.0
H001202307090785,여,26,J00110,대학_대학교,경기,수원시,경기,화성시,26303,학교행정 사무원(교무),,신입,J03404,알선,,,,,,09:32.0,21:59.0
H001202307090544,여,56,J00106,고등학교,서울,도봉구,서울,강북구,231101,사회복지사(사회복지시설),,신입,J03402,승인,,,,,,47:56.0,46:47.0
H001202307090519,여,54,J00106,고등학교,서울,구로구,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03404,알선,,,,,,26:07.0,06:48.0
H001202307090346,남,31,J00108,전문대학,서울,,서울,양천구,28300,자재?구매?물류 사무원,,신입,J03404,알선,,,,,,44:28.0,45:10.0
H001202307090238,여,25,J00110,대학_대학교,서울,강남구,서울,서초구,24102,마케팅 전문가,,신입,J03402,승인,,,,,,50:43.0,27:49.0
H001202307080715,남,63,J00110,대학_대학교,서울,동대문구,서울,중구,542000,경비원(건물 관리원),,신입,J03402,승인,경비원,주차관리,공인중개사,,,34:49.0,15:04.0
H001202307080669,남,25,J00110,대학_대학교,서울,중구,서울,강북구,27207,경리 사무원(아파트?빌딩),,신입,J03404,알선,,,,,,42:29.0,39:18.0
H001202307080624,남,25,J00110,대학_대학교,경기,고양시,서울,은평구,231100,사회복지사,,신입,J03402,승인,,,,,,08:41.0,37:10.0
H001202307080604,여,40,J00108,전문대학,서울,도봉구,서울,노원구,231100,사회복지사,1,1년0월,J03404,알선,,,,,,38:46.0,22:45.0
H001202307080597,남,64,J00112,석사과정,서울,관악구,서울,강남구,542000,경비원(건물 관리원),1,1년0월,J03402,승인,,,,,,33:11.0,24:57.0
H001202307080545,남,53,J00106,고등학교,서울,,경기,,612401,식품?주류 영업원,28,28년0월,J03402,승인,적극적,활동적,꼼꼼함,긍정적,원만함,36:09.0,52:15.0
H001202307080484,남,42,J00110,대학_대학교,서울,금천구,서울,관악구,561200,환경미화원 및 재활용품 수거원,,신입,J03402,승인,,,,,,28:57.0,18:24.0
H001202307080404,여,41,J00110,대학_대학교,서울,노원구,서울,종로구,32401,출납창구 사무원(은행?농협?수협?축협),10,10년0월,J03402,승인,,,,,,45:02.0,50:45.0
H001202307080396,여,58,J00110,대학_대학교,서울,은평구,서울,서대문구,29500,전산자료 입력원 및 사무 보조원,1,1년0월,J03402,승인,,,,,,19:59.0,18:28.0
H001202307080379,여,35,J00106,고등학교,서울,,,,26301,총무 및 일반 사무원,7,7년7월,J03402,승인,,,,,,03:49.0,25:48.0
H001202307080327,남,64,J00106,고등학교,서울,,경기,,532302,단체 급식 보조원,,신입,J03402,승인,,,,,,15:36.0,18:01.0
H001202307080306,여,59,J00110,대학_대학교,서울,,서울,마포구,231100,사회복지사,0,0년11월,J03402,승인,,,,,,35:53.0,47:19.0
H001202307080020,남,54,J00110,대학_대학교,서울,,경기,부천시,26102,마케팅?광고?홍보?상품기획 사무원,10,10년0월,J03402,승인,,,,,,48:07.0,13:22.0
H001202307072766,남,26,J00110,대학_대학교,서울,,,,13600,예술?디자인?방송 관리자(부서장),,신입,J03402,승인,,,,,,08:32.0,28:17.0
H001202307072589,여,25,J00110,대학_대학교,서울,구로구,서울,금천구,231100,사회복지사,1,1년0월,J03402,승인,,,,,,13:50.0,34:03.0
H001202307072284,여,49,J00110,대학_대학교,서울,,,,231400,직업상담사,6,6년7월,J03402,승인,,,,,,58:17.0,48:54.0
H321202307071569,여,64,J00104,중학교,서울,관악구,지역무관,지역무관,550104,재가 요양보호사,0,0년8월,J03404,알선,,,,,,18:14.0,55:12.0
H307202307071441,남,63,J00104,중학교,서울,중랑구,서울,광진구,415203,가방?신발?엑세서리 디자이너,40,40년0월,J03404,알선,,,,,,53:03.0,48:38.0
H306202307070782,남,70,J00106,고등학교,서울,동대문구,서울,전체,561100,청소원,0,신입,J03402,승인,,,,,,55:31.0,41:24.0
H001202307070753,남,49,J00106,고등학교,서울,,,,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",,신입,J03402,승인,,,,,,47:13.0,44:20.0
H321202307061689,여,58,J00106,고등학교,서울,관악구,지역무관,지역무관,550104,재가 요양보호사,3,3년0월,J03404,알선,,,,,,26:11.0,31:16.0
H321202307061057,남,63,J00106,고등학교,서울,관악구,서울,,622202,관광 및 통근?통학?학원 및 기타 버스 운전원,,신입,J03404,알선,,,,,,47:54.0,59:14.0
H324202307060580,남,66,J00112,석사과정,서울,송파구,서울,전체,542004,"기타 건물 관리원(공원, 종교시설 등)",10,10년0월,J03405,알선대기,,,,,,04:32.0,29:09.0
H001202307051827,남,73,J00106,고등학교,서울,양천구,서울,강서구,542001,아파트?빌라 경비원,14,14년0월,J03402,승인,,,,,,44:52.0,23:47.0
H311202307051597,여,62,J00104,중학교,서울,노원구,서울,전체,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03404,알선,,,,,,11:04.0,54:17.0
H322202307051420,남,44,J00106,고등학교,서울,서초구,서울,강남구,542000,경비원(건물 관리원),,신입,J03404,알선,,,,,,32:08.0,36:36.0
H319202307033181,여,63,J00104,중학교,서울,영등포구,서울,동작구,550104,재가 요양보호사,9,9년0월,J03404,알선,신길,대림,신풍,오후,,23:30.0,02:58.0
H320202307032592,여,64,J00106,고등학교,서울,동작구,지역무관,지역무관,550104,재가 요양보호사,2,2년0월,J03404,알선,,,,,,43:32.0,32:08.0
H001202307030799,남,62,J00108,전문대학,서울,,,,561100,청소원,1,1년7월,J03405,알선대기,청소,경비,방역,노무,,32:28.0,51:52.0
H318202306301352,여,57,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,8,8년0월,J03404,알선,,,,,,35:07.0,09:53.0
H001202306301202,여,43,J00110,대학_대학교,서울,강동구,서울,송파구,231400,직업상담사,1,1년0월,J03402,승인,직업상담사,,,,,01:08.0,00:21.0
H307202306300820,남,63,J00104,중학교,서울,중랑구,서울,전체,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",0,신입,J03404,알선,,,,,,46:08.0,44:39.0
H316202306300533,여,63,J00104,중학교,서울,강서구,서울,전체,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,5년0월,J03404,알선,,,,,,25:34.0,12:21.0
H001202306282863,남,64,J00108,전문대학,서울,,경기,남양주시,832900,기타 전기?전자 기기 설치?수리원,,신입,J03404,알선,전자기기,기타 전기?전자 기기 설치?수리원,무용 전자기기 설치?수리원(컴퓨터 제외),전기 부품?제품 생산기계 조작원,,37:26.0,24:51.0
H321202306282216,남,31,J00110,대학_대학교,서울,전체,경기,전체,26305,협회?회원단체 사무원,0,0년10월,J03402,승인,,,,,,52:59.0,01:59.0
H001202306281670,남,25,J00108,전문대학,서울,은평구,서울,종로구,25500,공공행정 사무원,0,신입,J03402,승인,,,,,,52:09.0,05:22.0
H324202306281645,남,61,J00104,중학교,서울,송파구,서울,강동구,562300,주차 관리?안내원,0,신입,J03404,알선,,,,,,45:36.0,09:17.0
H321202306281421,여,60,J00106,고등학교,서울,관악구,,,550104,재가 요양보호사,10,10년0월,J03404,알선,,,,,,01:58.0,06:00.0
H309202306281186,남,49,J00106,고등학교,서울,강북구,서울,노원구,541901,보안 관제원(경비 관제원),0,신입,J03404,알선,,,,,,59:49.0,02:44.0
H001202306260779,남,65,J00106,고등학교,서울,,,,542004,"기타 건물 관리원(공원, 종교시설 등)",10,10년0월,J03404,알선,매장 관리,기획,영업,,,13:51.0,30:08.0
H323202306232205,여,30,J00110,대학_대학교,서울,전체,경기,고양시,28100,무역 사무원,0,신입,J03404,알선,,,,,,54:53.0,54:23.0
H307202306231127,여,51,J00104,중학교,서울,노원구,서울,중랑구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",2,2년0월,J03402,승인,,,,,,04:22.0,53:24.0
H311202306230418,여,65,J00110,대학_대학교,서울,노원구,서울,전체,13901,부동산?임대업 관리자,26,26년0월,J03404,알선,"상. 3.4등급 ,전후. 여자만. 인근도보만.",재가요양,12.13.14단지만,,,15:44.0,19:15.0
H307202306222227,여,50,J00106,고등학교,서울,중랑구,서울,노원구,550104,재가 요양보호사,0,0년6월,J03404,알선,,,,,,04:35.0,45:15.0
H307202306221962,여,40,J00106,고등학교,서울,중랑구,서울,전체,29104,데스크 안내원,1,1년0월,J03404,알선,,,,,,06:21.0,03:08.0
H317202306220614,남,66,J00106,고등학교,서울,구로구,서울,양천구,542000,경비원(건물 관리원),0,신입,J03402,승인,,,,,,14:39.0,58:31.0
H318202306212242,여,61,J00106,고등학교,서울,금천구,지역무관,지역무관,550104,재가 요양보호사,10,10년2월,J03404,알선,,,,,,07:15.0,59:16.0
H001202306211332,남,37,J00110,대학_대학교,서울,용산구,서울,영등포구,29506,사무 보조원(일반사업체),5,5년10월,J03402,승인,성실,사무,인재,공공,교육,53:24.0,07:00.0
H324202306201509,남,61,J00102,초등학교,경기,파주시,지역무관,지역무관,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,신입,J03402,승인,,,,,,18:22.0,29:19.0
H315202306200645,여,66,J00106,고등학교,서울,양천구,서울,강서구,561100,청소원,3,3년0월,J03404,알선,,,,,,29:40.0,02:34.0
H321202306160627,여,69,J00104,중학교,서울,관악구,서울,전체,531201,한식 조리사(일반 음식점),30,30년0월,J03402,승인,,,,,,10:44.0,36:59.0
H320202306142175,남,60,J00110,대학_대학교,서울,동작구,서울,서초구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",,신입,J03404,알선,,,,,,05:15.0,32:52.0
H312202306132944,남,63,J00106,고등학교,서울,전체,서울,종로구,901500,조경원,1,1년6월,J03402,승인,,,,,,29:28.0,40:32.0
H323202306132735,여,54,J00110,대학_대학교,서울,강남구,서울,송파구,232100,보육 교사,6,6년0월,J03404,알선,,,,,,15:02.0,00:37.0
H317202306131699,여,54,J00106,고등학교,서울,구로구,서울,전체,550103,시설 요양보호사(노인요양사),0,신입,J03404,알선,,,,,,15:43.0,54:16.0
H308202306130937,남,76,J00104,중학교,서울,성북구,서울,,214402,음악 강사,20,20년0월,J03404,알선,,,,,,17:18.0,08:53.0
H001202306121574,여,48,J00108,전문대학,서울,전체,지역무관,지역무관,550103,시설 요양보호사(노인요양사),0,신입,J03404,알선,,,,,,50:40.0,49:27.0
H308202306120799,여,63,J00104,중학교,서울,성북구,서울,전체,531204,병원 급식 조리사,0,0년6월,J03404,알선,,,,,,34:34.0,58:37.0
H317202306120673,여,60,J00106,고등학교,서울,금천구,서울,구로구,550104,재가 요양보호사,0,0년5월,J03404,알선,,,,,,14:48.0,32:32.0
H324202306091713,남,51,J00112,석사과정,경기,남양주시,경기,구리시,702600,건물 도장공,0,신입,J03404,알선,,,,,,24:19.0,20:29.0
H318202306072796,여,68,J00104,중학교,서울,금천구,,,550104,재가 요양보호사,8,8년0월,J03404,알선,,,,,,49:15.0,28:48.0
H319202306072072,여,64,J00102,초등학교,서울,영등포구,서울,전체,532302,단체 급식 보조원,0,신입,J03404,알선,,,,,,52:45.0,41:16.0
H316202306071011,여,36,J00106,고등학교,서울,강서구,서울,전체,836000,전기?전자 부품?제품 조립원,1,1년0월,J03404,알선,,,,,,16:03.0,30:08.0
H307202306022581,남,49,J00106,고등학교,서울,중랑구,서울,전체,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,신입,J03402,승인,,,,,,51:20.0,47:29.0
H319202306011393,여,61,J00110,대학_대학교,서울,영등포구,서울,구로구,550200,육아 도우미(베이비시터),3,3년0월,J03404,알선,,,,,,15:07.0,59:14.0
H325202305300855,여,50,J00106,고등학교,서울,강동구,서울,송파구,29506,사무 보조원(일반사업체),,신입,J03405,알선대기,,,,,,19:53.0,49:16.0
H322202305232541,여,55,J00106,고등학교,서울,서초구,서울,전체,25500,공공행정 사무원,0,신입,J03402,승인,,,,,,17:23.0,19:13.0
H001202305162803,남,31,J00106,고등학교,서울,,서울,금천구,29500,전산자료 입력원 및 사무 보조원,,신입,J03404,알선,,,,,,44:23.0,59:00.0
H001202305161277,남,38,J00110,대학_대학교,서울,용산구,서울,마포구,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",0,신입,J03404,알선,,,,,,01:54.0,11:13.0
H316202305152885,여,71,J00106,고등학교,서울,강서구,서울,전체,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",20,20년0월,J03404,알선,,,,,,21:03.0,51:12.0
H001202305120485,남,61,J00108,전문대학,서울,,경기,,28307,창고 관리원(자재 검수원 포함),23,23년0월,J03404,알선,창고 관리원(자재 검수원 포함),경비원(건물 관리원),식품 분야 단순 종사원,,,45:17.0,09:10.0
H324202305112254,여,55,J00106,고등학교,서울,송파구,지역무관,지역무관,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,1년0월,J03404,알선,,,,,,54:34.0,50:42.0
H001202305090001,남,57,J00108,전문대학,서울,영등포구,서울,양천구,15100,영업?판매 관리자,30,30년0월,J03404,알선,,,,,,04:49.0,04:55.0
H301202305022381,남,60,J00106,고등학교,서울,성북구,서울,전체,541900,기타 경호?보안 종사원,0,신입,J03404,알선,,,,,,02:11.0,49:12.0
H001202304202365,여,34,J00112,석사과정,지역무관,지역무관,,,215102,교재?교구 및 e-learning 교육 전문가,3,3년0월,J03402,승인,스피치,취업교육,교육기획,문화예술강의,보컬,37:32.0,08:33.0
H311202304201914,여,69,J00106,고등학교,서울,노원구,서울,강남구,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",17,17년0월,J03404,알선,"건물청소, 학교. 병원.","새벽, 병원.",,,,11:46.0,29:07.0
H324202304181331,여,64,J00104,중학교,서울,송파구,서울,전체,550104,재가 요양보호사,5,5년0월,J03404,알선,,,,,,33:58.0,01:57.0
H001202304180959,여,58,J00110,대학_대학교,서울,관악구,서울,영등포구,231100,사회복지사,1,1년3월,J03404,알선,,,,,,44:22.0,46:53.0
H321202304141385,여,63,J00106,고등학교,서울,관악구,서울,전체,232901,노인 생활지도원,0,신입,J03404,알선,,,,,,13:19.0,29:37.0
H307202304140562,남,54,J00110,대학_대학교,서울,전체,,,622301,경?소형 화물차 운전원,0,신입,J03404,알선,,,,,,31:20.0,24:08.0
