"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"2018","4","A","골목상권","1000649","신도림로13길","2580","1783","797","2","224","472","643","770","469","2","118","304","428","549","382","0","106","168","215","221","87"
"2018","4","A","골목상권","1000574","공항대로38길","3471","1552","1919","36","559","650","849","798","579","18","226","303","397","303","305","18","333","347","452","495","274"
"2018","4","A","골목상권","1000620","경인로47길","3897","2211","1686","2","424","732","855","933","951","1","160","401","479","526","644","1","264","331","376","407","307"
"2018","4","A","골목상권","1000572","곰달래로53길","1089","443","646","0","102","208","317","313","149","0","22","93","111","135","82","0","80","115","206","178","67"
"2018","4","A","골목상권","1000576","공항대로55길","10389","5825","4564","73","2221","2981","2446","1739","929","41","777","1672","1596","1154","585","32","1444","1309","850","585","344"
"2018","4","A","골목상권","1000040","삼일대로4길","84234","46155","38079","171","12917","28591","24344","14029","4182","48","5062","15029","14066","9157","2793","123","7855","13562","10278","4872","1389"
"2018","4","A","골목상권","1000568","개화동로25길","13793","9421","4372","23","3350","3704","2899","2500","1317","5","1400","2502","2329","2068","1117","18","1950","1202","570","432","200"
"2018","4","A","골목상권","1000637","구로중앙로7길","2620","1336","1284","2","268","470","715","718","447","1","88","190","335","412","310","1","180","280","380","306","137"
"2018","4","A","골목상권","1000601","초록마을로8길","888","250","638","1","111","180","249","202","145","0","24","50","66","53","57","1","87","130","183","149","88"
"2018","4","A","골목상권","1000582","까치산로4길","1967","773","1194","3","276","450","499","449","290","0","69","198","197","170","139","3","207","252","302","279","151"
"2018","4","A","골목상권","1000566","강서로8길","3988","2029","1959","4","483","894","976","1051","580","1","218","505","510","463","332","3","265","389","466","588","248"
"2018","4","A","골목상권","1000636","구로중앙로42길","12969","7846","5123","28","1753","4221","3276","2492","1199","22","791","2168","2030","1855","980","6","962","2053","1246","637","219"
"2018","4","A","골목상권","1000518","목동남로4길","1598","850","748","2","203","332","348","353","360","0","103","200","168","180","199","2","100","132","180","173","161"
"2018","4","A","골목상권","1000018","종로58가길","6966","3724","3242","13","1404","2186","1704","1040","619","6","746","1138","894","542","398","7","658","1048","810","498","221"
"2018","4","A","골목상권","1000557","강서로29길","3418","1627","1791","6","397","688","889","891","547","2","130","314","423","423","335","4","267","374","466","468","212"
"2018","4","A","골목상권","1000888","강남대로140길","24843","13240","11603","82","5604","8384","5725","3223","1825","16","1791","4635","3728","1790","1280","66","3813","3749","1997","1433","545"
"2018","4","A","골목상권","1000023","창신5길","3331","1551","1780","3","455","792","802","732","547","1","145","358","402","333","312","2","310","434","400","399","235"
"2018","4","A","골목상권","1000765","서달로8가길","5138","2271","2867","2","960","1477","1261","998","440","1","226","523","619","592","310","1","734","954","642","406","130"
"2018","4","A","골목상권","1000882","효령로34길","5635","3382","2253","22","986","1369","1152","1001","1105","7","391","774","752","578","880","15","595","595","400","423","225"
"2018","4","A","골목상권","1000764","서달로15길","1095","457","638","2","174","239","278","218","184","1","43","84","108","94","127","1","131","155","170","124","57"
"2018","4","A","골목상권","1000822","신사로20길","731","357","374","1","88","160","208","170","104","1","21","73","111","79","72","0","67","87","97","91","32"
"2018","4","A","골목상권","1000774","여의대방로46길","4908","2668","2240","10","867","1360","1137","827","707","1","379","818","680","415","375","9","488","542","457","412","332"
"2018","4","A","골목상권","1000803","남현길","2316","1333","983","1","278","569","631","523","314","0","117","361","355","269","231","1","161","208","276","254","83"
"2018","4","A","골목상권","1000364","도봉로156길","2106","1093","1013","3","181","443","599","528","352","2","72","189","296","311","223","1","109","254","303","217","129"
"2018","4","A","골목상권","1000866","사평대로22길","4773","2907","1866","43","957","1411","1252","713","397","13","437","897","835","474","251","30","520","514","417","239","146"
"2018","4","A","골목상권","1000736","노량진로6길","4125","2518","1607","5","572","1524","1091","600","333","2","275","927","751","377","186","3","297","597","340","223","147"
"2018","4","A","골목상권","1000777","장승배기로27길","8009","4760","3249","8","896","2445","2097","1785","778","2","378","1339","1346","1216","479","6","518","1106","751","569","299"
"2018","4","A","골목상권","1000758","상도로37길","2513","1244","1269","31","375","588","655","560","304","0","105","334","365","276","164","31","270","254","290","284","140"
"2018","4","A","골목상권","1000794","난향길","1346","641","705","0","82","177","232","346","509","0","13","65","80","112","371","0","69","112","152","234","138"
"2018","4","A","골목상권","1000907","도산대로30길","25809","13220","12589","69","6391","8465","5888","3261","1735","15","2032","4432","3638","1927","1176","54","4359","4033","2250","1334","559"
"2018","4","A","골목상권","1000769","양녕로26길","892","371","521","0","97","176","239","234","146","0","19","65","105","85","97","0","78","111","134","149","49"
"2018","4","A","골목상권","1000831","조원중앙로2길","6336","4092","2244","2","504","1031","1029","1210","2560","2","222","640","597","700","1931","0","282","391","432","510","629"
"2018","4","A","골목상권","1000860","바우뫼로39길","36508","23796","12712","79","5660","10460","8619","6538","5152","51","2941","7025","6167","4163","3449","28","2719","3435","2452","2375","1703"
"2018","4","A","골목상권","1000735","국사봉길","570","192","378","0","56","117","159","173","65","0","13","33","54","57","35","0","43","84","105","116","30"
"2018","4","A","골목상권","1000647","부일로1길","2210","1602","608","34","280","517","451","570","358","31","175","353","301","420","322","3","105","164","150","150","36"
"2018","4","A","골목상권","1000877","주흥15길","9806","5673","4133","31","1966","3374","2523","1181","731","8","731","1983","1704","764","483","23","1235","1391","819","417","248"
"2018","4","A","골목상권","1000638","구로중앙로8길","2942","1505","1437","2","305","590","804","764","477","1","102","246","382","443","331","1","203","344","422","321","146"
"2018","4","A","골목상권","1000353","노해로63다길","1758","873","885","3","205","361","446","422","321","0","62","168","213","201","229","3","143","193","233","221","92"
"2018","4","A","골목상권","1000452","충정로6길","73203","43453","29750","128","11649","24296","21934","12330","2866","38","4894","13672","13741","8946","2162","90","6755","10624","8193","3384","704"
"2018","4","A","골목상권","1000680","시흥대로68길","4676","1916","2760","10","783","916","899","947","1121","5","326","474","376","328","407","5","457","442","523","619","714"
"2018","4","A","골목상권","1000200","장한로27길","4947","2261","2686","15","691","974","1243","1253","771","9","235","470","568","556","423","6","456","504","675","697","348"
"2018","4","A","골목상권","1000612","개봉로1길","4250","2403","1847","0","149","237","331","501","3032","0","65","150","167","236","1785","0","84","87","164","265","1247"
"2018","4","A","골목상권","1000653","중앙로1길","5192","3019","2173","3","591","958","1165","1347","1128","1","246","510","635","773","854","2","345","448","530","574","274"
"2018","4","A","골목상권","1000571","곰달래로47길","948","399","549","0","87","175","276","267","143","0","21","86","101","114","77","0","66","89","175","153","66"
"2018","4","A","골목상권","1000569","곰달래로25길","1944","727","1217","3","232","391","499","500","319","0","70","161","210","138","148","3","162","230","289","362","171"
"2018","4","A","골목상권","1000591","양천로14길","8044","5462","2582","15","1194","2128","1925","2011","771","2","543","1564","1375","1468","510","13","651","564","550","543","261"
"2018","4","A","골목상권","1000593","양천로24길","2917","1562","1355","6","306","676","758","713","458","2","150","419","405","336","250","4","156","257","353","377","208"
"2018","4","A","골목상권","1000775","장승배기로10길","3208","1710","1498","1","451","644","826","784","502","0","254","353","411","429","263","1","197","291","415","355","239"
"2018","4","A","골목상권","1000760","상도로61길","2607","1306","1301","6","294","581","743","633","350","1","98","240","358","364","245","5","196","341","385","269","105"
"2018","4","A","골목상권","1000616","개봉로3길","4178","2289","1889","0","134","179","303","538","3024","0","63","75","121","251","1779","0","71","104","182","287","1245"
"2018","4","A","골목상권","1000707","디지털로37길","7507","4172","3335","37","1555","2330","1672","1106","807","16","521","1300","1038","695","602","21","1034","1030","634","411","205"
"2018","4","A","골목상권","1000829","조원로10길","15946","9693","6253","50","2681","4926","4107","2498","1684","28","1152","3083","2605","1620","1205","22","1529","1843","1502","878","479"
"2018","4","A","골목상권","1000580","공항대로8길","5091","3819","1272","15","769","1174","1629","1027","477","2","532","859","1319","773","334","13","237","315","310","254","143"
"2018","4","A","골목상권","1000596","양천로71길","3291","1995","1296","3","295","751","894","874","474","3","121","413","535","537","386","0","174","338","359","337","88"
"2018","4","A","골목상권","1000621","고척로21나길","1409","530","879","3","173","240","330","435","228","3","47","98","111","159","112","0","126","142","219","276","116"
"2018","4","A","골목상권","1000631","구로동로7길","23289","16606","6683","91","4947","8039","6179","2805","1228","58","2802","5824","4853","2110","959","33","2145","2215","1326","695","269"
"2018","4","A","골목상권","1000639","남부순환로97길","1481","758","723","2","151","241","397","373","317","1","58","113","174","191","221","1","93","128","223","182","96"
"2018","4","A","골목상권","1000512","남부순환로33길","2978","1889","1089","2","208","434","542","617","1175","2","83","212","255","297","1040","0","125","222","287","320","135"
"2018","4","A","골목상권","1000587","등촌로55길","3441","1892","1549","10","405","744","792","794","696","9","168","415","463","433","404","1","237","329","329","361","292"
"2018","4","A","골목상권","1000443","수색로8길","4447","3641","806","7","229","407","527","817","2460","6","100","232","354","620","2329","1","129","175","173","197","131"
"2018","4","A","골목상권","1000446","응암로1길","3364","1951","1413","13","421","780","838","819","493","8","199","494","505","450","295","5","222","286","333","369","198"
"2018","4","A","골목상권","1000417","응암로12길","1610","664","946","3","186","309","467","421","224","3","73","128","184","166","110","0","113","181","283","255","114"
"2018","4","A","골목상권","1000420","응암로22길","1259","563","696","2","141","313","333","320","150","2","56","126","146","165","68","0","85","187","187","155","82"
"2018","4","A","골목상권","1000431","통일로69길","1627","666","961","4","219","319","474","389","222","1","85","143","183","140","114","3","134","176","291","249","108"
"2018","4","A","골목상권","1000428","증산서길","4194","3434","760","8","198","365","521","781","2321","6","100","216","328","593","2191","2","98","149","193","188","130"
"2018","4","A","골목상권","1000397","수색로18길","1148","456","692","9","249","277","246","218","149","4","41","93","107","123","88","5","208","184","139","95","61"
"2018","4","A","골목상권","1000394","불광천길","2214","1033","1181","5","324","453","511","552","369","3","144","223","226","244","193","2","180","230","285","308","176"
"2018","4","A","골목상권","1000421","응암로34길","3251","1279","1972","7","297","525","636","683","1103","3","116","226","276","257","401","4","181","299","360","426","702"
"2018","4","A","골목상권","1000284","아리랑로4길","4867","2178","2689","20","686","860","951","981","1369","10","254","387","466","466","595","10","432","473","485","515","774"
"2018","4","A","골목상권","1000762","서달로10길","934","436","498","2","82","156","241","267","186","1","18","56","95","135","131","1","64","100","146","132","55"
"2018","4","A","골목상권","1000904","도곡로37길","30855","16506","14349","142","7347","8813","7319","4784","2450","50","2884","4934","4460","2626","1552","92","4463","3879","2859","2158","898"
"2018","4","A","골목상권","1000329","삼양로24길","1669","760","909","3","174","354","475","419","244","0","62","166","199","189","144","3","112","188","276","230","100"
"2018","4","A","골목상권","1000313","화랑로32길","1957","1022","935","9","246","469","499","376","358","2","73","269","254","188","236","7","173","200","245","188","122"
"2018","4","A","골목상권","1000338","솔샘로65길","2183","978","1205","6","208","456","602","589","322","3","72","199","262","258","184","3","136","257","340","331","138"
"2018","4","A","골목상권","1001008","천호옛14길","5097","2584","2513","15","753","1261","1272","993","803","2","273","705","683","468","453","13","480","556","589","525","350"
"2018","4","A","골목상권","1001009","천호옛길","3670","1756","1914","10","569","810","856","840","585","3","227","385","408","389","344","7","342","425","448","451","241"
"2018","4","A","골목상권","1000386","한글비석로22길","2486","963","1523","8","194","391","587","760","546","3","50","179","234","263","234","5","144","212","353","497","312"
"2018","4","A","골목상권","1000381","동일로242길","1958","1031","927","2","206","392","484","530","344","2","78","218","221","268","244","0","128","174","263","262","100"
"2018","4","A","골목상권","1000687","국회대로56길","15129","8399","6730","69","2516","3606","4306","2807","1825","22","859","1831","2437","1943","1307","47","1657","1775","1869","864","518"
"2018","4","A","골목상권","1000788","낙성대역길","4958","3022","1936","24","818","1402","1053","784","877","6","360","898","634","464","660","18","458","504","419","320","217"
"2018","4","A","골목상권","1000689","당산로37길","26435","9717","16718","172","6079","7898","6774","3372","2140","81","2066","2868","1891","1336","1475","91","4013","5030","4883","2036","665"
"2018","4","A","골목상권","1000804","당곡길","8367","4315","4052","61","1682","2584","2255","1198","587","26","780","1389","1080","667","373","35","902","1195","1175","531","214"
"2018","4","A","골목상권","1000542","중앙로25길","1076","432","644","3","121","178","270","295","209","1","31","63","108","122","107","2","90","115","162","173","102"
"2018","4","A","골목상권","1000545","중앙로45길","1885","873","1012","2","186","287","469","504","437","0","49","120","212","262","230","2","137","167","257","242","207"
"2018","4","A","골목상권","1000531","신목로2길","1764","779","985","8","169","323","504","480","280","4","48","145","210","193","179","4","121","178","294","287","101"
"2018","4","A","골목상권","1000519","목동동로12길","6463","3616","2847","22","1111","1697","1664","1251","718","8","461","956","1032","732","427","14","650","741","632","519","291"
"2018","4","A","골목상권","1000529","목동중앙서로7길","2330","1212","1118","5","182","411","567","681","484","1","76","209","262","346","318","4","106","202","305","335","166"
"2018","4","A","골목상권","1000586","등촌로51길","2622","1388","1234","5","280","520","585","638","594","4","111","294","329","317","333","1","169","226","256","321","261"
"2018","4","A","골목상권","1000477","매봉산로2길","22115","13829","8286","33","4456","8278","5928","2510","910","14","1830","5118","4316","1830","721","19","2626","3160","1612","680","189"
"2018","4","A","골목상권","1000174","답십리로63길","2630","1226","1404","6","304","461","629","755","475","3","116","244","291","333","239","3","188","217","338","422","236"
"2018","4","A","골목상권","1000199","장한로27가길","4264","1937","2327","13","599","840","1093","1110","609","8","205","400","498","497","329","5","394","440","595","613","280"
"2018","4","A","골목상권","1000850","남부순환로339길","28797","15829","12968","105","6578","7801","6633","5407","2273","56","2724","4859","4146","2617","1427","49","3854","2942","2487","2790","846"
"2018","4","A","골목상권","1000424","증산로17길","2313","1069","1244","4","290","355","486","596","582","2","123","154","210","278","302","2","167","201","276","318","280"
"2018","4","A","골목상권","1000539","오목로5길","2906","1762","1144","3","216","460","664","890","673","2","90","274","333","538","525","1","126","186","331","352","148"
"2018","4","A","골목상권","1000547","중앙로51길","3015","1505","1510","2","292","572","787","870","492","1","145","297","362","429","271","1","147","275","425","441","221"
"2018","4","A","골목상권","1000599","월정로20길","1836","1153","683","7","167","276","411","598","377","5","74","165","262","374","273","2","93","111","149","224","104"
"2018","4","A","골목상권","1000511","곰달래로5길","3945","2397","1548","6","284","651","844","903","1257","5","116","347","416","451","1062","1","168","304","428","452","195"
"2018","4","A","골목상권","1000400","연서로13길","3891","1782","2109","11","437","633","941","1293","576","3","123","254","425","659","318","8","314","379","516","634","258"
"2018","4","A","골목상권","1000401","연서로16길","3899","1691","2208","4","447","667","954","1010","817","2","119","284","415","392","479","2","328","383","539","618","338"
"2018","4","A","골목상권","1000304","종암로5길","1766","933","833","3","221","529","424","404","185","1","82","290","217","223","120","2","139","239","207","181","65"
"2018","4","A","골목상권","1000927","선릉로146길","14378","6982","7396","44","3885","4749","2884","1657","1159","7","1173","2252","1719","1032","799","37","2712","2497","1165","625","360"
"2018","4","A","골목상권","1000806","대학길","1651","916","735","2","115","248","419","536","331","1","39","141","250","297","188","1","76","107","169","239","143"
"2018","4","A","골목상권","1000989","양재대로133길","3802","1636","2166","13","450","697","839","920","883","8","138","312","378","349","451","5","312","385","461","571","432"
"2018","4","A","골목상권","1000944","백제고분로22길","4586","3073","1513","10","554","961","1057","1113","891","4","276","660","734","713","686","6","278","301","323","400","205"
"2018","4","A","골목상권","1000966","풍성로25길","4139","1993","2146","12","646","928","969","910","674","2","225","435","477","441","413","10","421","493","492","469","261"
"2018","4","A","골목상권","1000382","상계로12길","3033","1112","1921","5","420","562","723","843","480","3","122","223","252","293","219","2","298","339","471","550","261"
"2018","4","A","골목상권","1000009","삼청로5길","4899","3294","1605","5","820","1544","1332","963","235","1","500","1060","943","662","128","4","320","484","389","301","107"
"2018","4","A","골목상권","1000384","상계로9가길","3119","1115","2004","3","336","511","728","916","625","2","89","234","268","286","236","1","247","277","460","630","389"
"2018","4","A","골목상권","1000388","한글비석로44길","1337","590","747","3","112","191","287","399","345","0","31","104","118","162","175","3","81","87","169","237","170"
"2018","4","A","골목상권","1000935","테헤란로81길","71886","45562","26324","200","13098","27586","20446","8351","2205","71","5314","17191","15055","6330","1601","129","7784","10395","5391","2021","604"
"2018","4","A","골목상권","1000824","양녕로6길","3935","2133","1802","9","584","847","1032","822","641","5","228","438","584","492","386","4","356","409","448","330","255"
"2018","4","A","골목상권","1000820","신림로64길","4716","2063","2653","20","891","952","944","921","988","9","298","423","458","373","502","11","593","529","486","548","486"
"2018","4","A","골목상권","1000714","신길로17길","1717","928","789","6","171","306","409","414","411","1","80","164","206","207","270","5","91","142","203","207","141"
"2018","4","A","골목상권","1000472","마포대로20길","10927","6043","4884","20","2117","3542","2820","1514","914","5","990","1929","1703","905","511","15","1127","1613","1117","609","403"
"2018","4","A","골목상권","1000495","와우산로29길","5261","2557","2704","12","1203","1330","1176","894","646","3","570","751","575","356","302","9","633","579","601","538","344"
"2018","4","A","골목상권","1000498","월드컵로11길","6101","3166","2935","28","1358","1338","1208","1104","1065","14","568","706","671","463","744","14","790","632","537","641","321"
"2018","4","A","골목상권","1000351","한천로140길","2834","1363","1471","4","480","582","687","698","383","1","122","274","324","380","262","3","358","308","363","318","121"
"2018","4","A","골목상권","1000325","도봉로8길","1719","705","1014","6","331","440","405","328","209","5","112","184","172","122","110","1","219","256","233","206","99"
"2018","4","A","골목상권","1000303","종암로24가길","2110","903","1207","7","303","439","535","519","307","1","89","224","253","205","131","6","214","215","282","314","176"
"2018","4","A","골목상권","1000502","월드컵로36길","5868","2272","3596","14","526","777","991","1845","1715","9","187","391","521","586","578","5","339","386","470","1259","1137"
"2018","4","A","골목상권","1000294","인촌로6길","5558","3116","2442","13","624","946","1099","1167","1709","4","254","559","563","601","1135","9","370","387","536","566","574"
"2018","4","A","골목상권","1000315","노해로17길","3673","1567","2106","5","376","601","764","783","1144","2","153","304","364","323","421","3","223","297","400","460","723"
"2018","4","A","골목상권","1000269","동소문로15길","8344","4140","4204","20","1036","1645","1758","2034","1851","9","378","739","921","1195","898","11","658","906","837","839","953"
"2018","4","A","골목상권","1000255","신내로7가길","3245","1722","1523","6","403","488","717","987","644","2","134","218","344","570","454","4","269","270","373","417","190"
"2018","4","A","골목상권","1000250","봉화산로30길","4299","2371","1928","18","541","736","1017","1262","725","13","211","366","524","718","539","5","330","370","493","544","186"
"2018","4","A","골목상권","1000013","율곡로10길","21762","10076","11686","35","4520","7462","5264","3175","1306","6","1273","3133","2908","1802","954","29","3247","4329","2356","1373","352"
"2018","4","A","골목상권","1000227","답십리로75길","1868","1223","645","2","152","297","486","636","295","0","52","159","296","480","236","2","100","138","190","156","59"
"2018","4","A","골목상권","1000136","긴고랑로9길","2786","1397","1389","7","332","564","708","748","427","2","110","296","340","402","247","5","222","268","368","346","180"
"2018","4","A","골목상권","1000257","용마산로112길","1602","741","861","2","196","314","423","398","269","1","70","145","197","181","147","1","126","169","226","217","122"
"2018","4","A","골목상권","1000119","왕십리로31길","4246","2287","1959","10","768","965","979","883","641","5","228","550","646","526","332","5","540","415","333","357","309"
"2018","4","A","골목상권","1000805","대학14길","330","154","176","0","35","63","97","72","63","0","9","30","39","31","45","0","26","33","58","41","18"
"2018","4","A","골목상권","1000785","관천로22길","15876","8917","6959","71","2713","5386","4430","2255","1021","29","1250","2898","2491","1526","723","42","1463","2488","1939","729","298"
"2018","4","A","골목상권","1000014","율곡로16길","17515","12094","5421","44","2378","5902","5214","2805","1172","15","996","3893","4127","2202","861","29","1382","2009","1087","603","311"
"2018","4","A","골목상권","1000711","선유서로24길","7984","4606","3378","24","742","1559","2105","1717","1837","11","352","895","1193","1015","1140","13","390","664","912","702","697"
"2018","4","A","골목상권","1000490","신촌로30길","1026","357","669","7","145","266","268","198","142","6","24","71","90","85","81","1","121","195","178","113","61"
"2018","4","A","골목상권","1000481","성미산로11길","5453","3152","2301","12","900","1504","1374","1035","628","6","363","861","848","633","441","6","537","643","526","402","187"
"2018","4","A","골목상권","1000336","솔매로45길","2160","906","1254","2","359","450","506","486","357","0","103","172","221","205","205","2","256","278","285","281","152"
"2018","4","A","골목상권","1000267","돌곶이로8길","1584","844","740","7","167","380","408","377","245","1","49","217","219","214","144","6","118","163","189","163","101"
"2018","4","A","골목상권","1000246","면목로55길","1940","872","1068","2","299","465","475","423","276","1","77","199","231","197","167","1","222","266","244","226","109"
"2018","4","A","골목상권","1000153","아차산로55길","8570","5008","3562","10","544","1549","2587","2893","987","7","277","937","1622","1592","573","3","267","612","965","1301","414"
"2018","4","A","골목상권","1000094","마장로39길","3118","2081","1037","5","318","625","796","890","484","3","182","431","523","568","374","2","136","194","273","322","110"
"2018","4","A","골목상권","1000053","녹사평대로40나길","5937","3696","2241","14","1143","1811","1414","1060","495","1","587","1125","909","737","337","13","556","686","505","323","158"
"2018","4","A","골목상권","1000075","청파로71길","8771","4669","4102","19","1444","2243","1986","1706","1373","12","458","1032","1133","964","1070","7","986","1211","853","742","303"
"2018","4","A","골목상권","1000084","한남대로20길","6791","3477","3314","23","1626","1985","1471","992","694","14","512","1030","825","588","508","9","1114","955","646","404","186"
"2018","4","A","골목상권","1000461","도화4길","14793","7912","6881","111","2657","3453","3354","3258","1960","44","1220","2035","2000","1439","1174","67","1437","1418","1354","1819","786"
"2018","4","A","골목상권","1000977","명일로13길","3887","2065","1822","1","595","1051","836","820","584","0","231","560","462","434","378","1","364","491","374","386","206"
"2018","4","A","골목상권","1000985","암사길","1483","787","696","0","129","302","369","399","284","0","46","138","193","234","176","0","83","164","176","165","108"
"2018","4","A","골목상권","1000957","송이로36길","8777","5495","3282","23","1590","2308","2255","1652","949","12","757","1461","1470","1051","744","11","833","847","785","601","205"
"2018","4","A","골목상권","1000317","노해로33길","1538","566","972","3","244","274","378","413","226","0","37","103","158","169","99","3","207","171","220","244","127"
"2018","4","A","골목상권","1000970","고덕로61길","756","302","454","1","82","114","153","191","215","0","25","52","53","68","104","1","57","62","100","123","111"
"2018","4","A","골목상권","1000208","천장산로7길","6686","3154","3532","3","1018","1838","1828","1475","524","0","262","720","897","857","418","3","756","1118","931","618","106"
"2018","4","A","골목상권","1000168","경희대로3길","7076","3327","3749","12","1281","2108","1786","1370","519","1","376","922","896","750","382","11","905","1186","890","620","137"
"2018","4","A","골목상권","1000169","경희대로4길","6578","2967","3611","9","1117","1873","1712","1341","526","0","311","785","823","677","371","9","806","1088","889","664","155"
"2018","4","A","골목상권","1000181","망우로21길","2511","1145","1366","8","353","552","613","513","472","2","110","269","277","209","278","6","243","283","336","304","194"
"2018","4","A","골목상권","1000163","자양로53길","2146","1014","1132","3","221","382","601","578","361","1","75","183","278","267","210","2","146","199","323","311","151"
"2018","4","A","골목상권","1000106","성덕정17길","8513","5446","3067","120","1527","2234","2093","1585","954","62","704","1420","1414","1120","726","58","823","814","679","465","228"
"2018","4","A","골목상권","1000025","통일로12길","1236","625","611","4","144","341","294","300","153","0","53","171","140","144","117","4","91","170","154","156","36"
"2018","4","A","골목상권","1000201","장한로5길","12058","7551","4507","54","1768","2762","2594","2371","2509","11","882","1750","1734","1512","1662","43","886","1012","860","859","847"
"2018","4","A","골목상권","1000001","계동길","31172","17818","13354","34","5352","11175","8318","4861","1432","14","1846","6053","5501","3334","1070","20","3506","5122","2817","1527","362"
"2018","4","A","골목상권","1000951","백제고분로45길","10895","7090","3805","17","1482","2620","2588","2506","1682","12","724","1799","1774","1574","1207","5","758","821","814","932","475"
"2018","4","A","골목상권","1000936","학동로38길","25282","14643","10639","77","5234","7225","5629","3409","3708","29","1843","4135","3774","2263","2599","48","3391","3090","1855","1146","1109"
"2018","4","A","골목상권","1000219","휘경로23길","831","370","461","1","91","125","229","212","173","1","23","51","103","100","92","0","68","74","126","112","81"
"2018","4","A","골목상권","1000220","휘경로2길","757","312","445","3","132","143","174","177","128","2","35","70","75","72","58","1","97","73","99","105","70"
"2018","4","A","골목상권","1000274","보문로13길","5562","3098","2464","15","598","951","1092","1164","1742","4","248","560","555","588","1143","11","350","391","537","576","599"
"2018","4","A","골목상권","1000892","개포로82길","788","365","423","0","61","148","208","230","141","0","14","51","89","110","101","0","47","97","119","120","40"
"2018","4","A","골목상권","1000931","영동대로112길","104684","73301","31383","388","20042","31342","25948","19308","7656","240","10561","21149","20139","15854","5358","148","9481","10193","5809","3454","2298"
"2018","4","A","골목상권","1000912","봉은사로109길","74278","56459","17819","275","11922","20145","18477","16204","7255","198","7986","15000","14907","13339","5029","77","3936","5145","3570","2865","2226"
"2018","4","A","골목상권","1000849","남부순환로325길","20262","11600","8662","57","3105","6767","4924","3316","2093","15","1330","3556","3084","2079","1536","42","1775","3211","1840","1237","557"
"2018","4","A","골목상권","1000875","신반포로45길","11810","6562","5248","27","2377","3756","2947","1672","1031","8","810","2177","1878","1004","685","19","1567","1579","1069","668","346"
"2018","4","A","골목상권","1000779","흑석로9길","5201","2275","2926","3","1009","1516","1250","990","433","1","231","534","613","593","303","2","778","982","637","397","130"
"2018","4","A","골목상권","1000723","여의대방로39길","2492","1307","1185","2","310","477","582","696","425","1","129","237","287","367","286","1","181","240","295","329","139"
"2018","4","A","골목상권","1000787","국회단지길","2117","1069","1048","1","257","387","493","548","431","0","66","184","263","260","296","1","191","203","230","288","135"
"2018","4","A","골목상권","1000122","용답중앙길","3295","1893","1402","7","408","726","812","667","675","5","220","435","406","338","489","2","188","291","406","329","186"
"2018","4","A","골목상권","1000898","논현로139길","36040","19551","16489","111","9129","11959","7940","4250","2651","38","3040","6780","5271","2583","1839","73","6089","5179","2669","1667","812"
"2018","4","A","골목상권","1000807","미성5길","1710","770","940","2","164","295","462","480","307","0","47","115","218","218","172","2","117","180","244","262","135"
"2018","4","A","골목상권","1000667","문성로5길","2963","1519","1444","1","265","712","751","746","488","1","96","372","377","346","327","0","169","340","374","400","161"
