"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"2021","2","A","골목상권","1000486","숭문8길","2735","1664","1071","0","255","423","605","849","603","0","76","246","380","560","402","0","179","177","225","289","201"
"2021","2","A","골목상권","1000386","한글비석로22길","1955","947","1008","7","220","393","505","492","338","2","81","195","259","208","202","5","139","198","246","284","136"
"2021","2","A","골목상권","1000601","초록마을로8길","1780","1021","759","8","205","404","487","444","232","6","98","257","294","223","143","2","107","147","193","221","89"
"2021","2","A","골목상권","1000858","방배천로4안길","6670","3345","3325","11","1175","1741","1631","1195","917","3","392","798","816","709","627","8","783","943","815","486","290"
"2021","2","A","골목상권","1000907","도산대로30길","21588","11934","9654","79","5733","6495","4898","2782","1601","22","2154","3473","3199","1902","1184","57","3579","3022","1699","880","417"
"2021","2","A","골목상권","1000259","용마산로94길","1479","1008","471","1","135","212","335","428","368","0","46","122","218","335","287","1","89","90","117","93","81"
"2021","2","A","골목상권","1000957","송이로36길","5749","3648","2101","10","864","1367","1427","1263","818","5","510","914","930","680","609","5","354","453","497","583","209"
"2021","2","A","골목상권","1000983","성내로5길","16714","12021","4693","34","1884","5324","4452","3456","1564","14","1096","3858","3287","2564","1202","20","788","1466","1165","892","362"
"2021","2","A","골목상권","1000982","상일로5길","919","604","315","0","106","183","229","254","147","0","47","119","155","173","110","0","59","64","74","81","37"
"2021","2","A","골목상권","1000041","장충단로8길","11253","6178","5075","32","1960","3119","3017","2360","765","5","686","1825","1809","1370","483","27","1274","1294","1208","990","282"
"2021","2","A","골목상권","1000058","백범로90길","5637","3729","1908","38","1004","1627","1387","992","589","23","564","1101","985","658","398","15","440","526","402","334","191"
"2021","2","A","골목상권","1000267","돌곶이로8길","1501","991","510","3","168","348","339","377","266","0","78","211","198","280","224","3","90","137","141","97","42"
"2021","2","A","골목상권","1000327","삼각산로28길","4686","2178","2508","9","400","813","913","1212","1339","8","129","336","409","677","619","1","271","477","504","535","720"
"2021","2","A","골목상권","1000806","대학길","2550","2069","481","3","369","588","728","612","250","1","250","467","625","522","204","2","119","121","103","90","46"
"2021","2","A","골목상권","1000503","월드컵로7길","4418","2232","2186","10","765","1063","1090","828","662","5","284","491","597","448","407","5","481","572","493","380","255"
"2021","2","A","골목상권","1000712","선유서로25길","5139","3803","1336","16","639","1291","1234","1015","944","8","380","982","931","738","764","8","259","309","303","277","180"
"2021","2","A","골목상권","1000796","남부순환로151길","4734","3287","1447","6","738","1345","1363","927","355","4","350","948","1065","664","256","2","388","397","298","263","99"
"2021","2","A","골목상권","1000925","선릉로132길","14797","8337","6460","62","2966","4134","3407","2601","1627","22","1265","2422","2118","1486","1024","40","1701","1712","1289","1115","603"
"2021","2","A","골목상권","1000974","동남로65길","862","441","421","1","73","196","209","284","99","1","32","75","97","157","79","0","41","121","112","127","20"
"2021","2","A","골목상권","1000671","시흥대로120길","2685","1613","1072","5","314","444","570","715","637","2","180","268","334","415","414","3","134","176","236","300","223"
"2021","2","A","골목상권","1000664","독산로70길","1667","951","716","1","164","263","322","430","487","0","89","139","159","241","323","1","75","124","163","189","164"
"2021","2","A","골목상권","1000214","한천로14길","4755","3015","1740","10","482","875","1053","1151","1184","8","265","564","729","724","725","2","217","311","324","427","459"
"2021","2","A","골목상권","1000176","답십리로68길","4296","2087","2209","10","547","830","982","1006","921","9","238","431","475","481","453","1","309","399","507","525","468"
"2021","2","A","골목상권","1000139","능동로34길","4493","2629","1864","9","675","1001","1143","949","716","4","373","577","667","509","499","5","302","424","476","440","217"
"2021","2","A","골목상권","1000727","영등포로27길","5132","3063","2069","16","646","1200","1379","1042","849","7","257","654","882","657","606","9","389","546","497","385","243"
"2021","2","A","골목상권","1000277","보문로32길","3795","2025","1770","12","402","961","1025","1093","302","5","150","395","543","737","195","7","252","566","482","356","107"
"2021","2","A","골목상권","1000270","동소문로26가길","2325","1062","1263","23","336","488","529","546","403","11","90","178","233","281","269","12","246","310","296","265","134"
"2021","2","A","골목상권","1000340","오패산로30길","1173","548","625","8","119","172","341","288","245","6","52","74","144","127","145","2","67","98","197","161","100"
"2021","2","A","골목상권","1000472","마포대로20길","6189","3402","2787","3","1075","2041","1828","915","327","2","565","1167","973","506","189","1","510","874","855","409","138"
"2021","2","A","골목상권","1000471","마포대로12길","16374","9997","6377","89","3461","4980","4450","2701","693","33","1440","2797","3042","2155","530","56","2021","2183","1408","546","163"
"2021","2","A","골목상권","1000562","강서로47라길","1942","898","1044","3","163","335","537","634","270","1","67","145","191","295","199","2","96","190","346","339","71"
"2021","2","A","골목상권","1000893","남부순환로365길","15923","10455","5468","81","2779","4396","4126","2593","1948","41","1329","3013","2997","1743","1332","40","1450","1383","1129","850","616"
"2021","2","A","골목상권","1000860","바우뫼로39길","39654","19271","20383","492","8808","9187","11046","6992","3129","236","4317","5422","4328","2604","2364","256","4491","3765","6718","4388","765"
"2021","2","A","골목상권","1000846","강남대로8길","28099","21600","6499","54","3219","6302","8273","8682","1569","26","1934","4597","6382","7416","1245","28","1285","1705","1891","1266","324"
"2021","2","A","골목상권","1000961","양재대로71길","7301","5438","1863","18","603","1437","1906","2042","1295","14","301","932","1471","1612","1108","4","302","505","435","430","187"
"2021","2","A","골목상권","1000040","삼일대로4길","30429","16439","13990","112","5902","9352","8151","4979","1933","33","2050","5138","4755","3182","1281","79","3852","4214","3396","1797","652"
"2021","2","A","골목상권","1000732","영신로9길","4324","2392","1932","35","628","983","987","1093","598","16","266","472","564","669","405","19","362","511","423","424","193"
"2021","2","A","골목상권","1000803","남현길","2714","1713","1001","0","391","639","718","504","462","0","171","393","485","315","349","0","220","246","233","189","113"
"2021","2","A","골목상권","1000392","갈현로41길","1687","960","727","7","251","413","396","381","239","4","139","253","226","189","149","3","112","160","170","192","90"
"2021","2","A","골목상권","1000425","증산로21길","2416","1375","1041","1","253","492","645","577","448","1","133","247","349","321","324","0","120","245","296","256","124"
"2021","2","A","골목상권","1000416","은평로8길","2497","1530","967","3","244","406","580","610","654","2","113","215","332","354","514","1","131","191","248","256","140"
"2021","2","A","골목상권","1000394","불광천길","1739","1013","726","2","175","341","436","474","311","2","94","177","240","274","226","0","81","164","196","200","85"
"2021","2","A","골목상권","1000414","은평로20길","3249","1745","1504","5","395","859","865","854","271","3","193","415","422","525","187","2","202","444","443","329","84"
"2021","2","A","골목상권","1000395","서오릉로21길","2587","1706","881","2","196","423","582","951","433","0","71","199","318","750","368","2","125","224","264","201","65"
"2021","2","A","골목상권","1000448","증가로20가길","2033","1107","926","1","239","515","577","488","213","0","83","293","306","266","159","1","156","222","271","222","54"
"2021","2","A","골목상권","1000514","남부순환로58길","1480","847","633","5","182","327","383","415","168","2","95","187","217","232","114","3","87","140","166","183","54"
"2021","2","A","골목상권","1000551","화곡로4길","2028","986","1042","0","243","472","465","510","338","0","79","193","198","269","247","0","164","279","267","241","91"
"2021","2","A","골목상권","1000599","월정로20길","1930","1221","709","16","185","388","520","593","228","14","101","241","326","364","175","2","84","147","194","229","53"
"2021","2","A","골목상권","1000536","오목로23길","3264","1648","1616","17","848","638","695","686","380","12","275","352","381","355","273","5","573","286","314","331","107"
"2021","2","A","골목상권","1000419","응암로14길","1013","417","596","1","128","206","284","266","128","0","35","71","108","122","81","1","93","135","176","144","47"
"2021","2","A","골목상권","1000602","초원로16길","3604","1800","1804","11","311","461","647","1096","1078","4","143","281","387","446","539","7","168","180","260","650","539"
"2021","2","A","골목상권","1000443","수색로8길","2218","1603","615","0","96","232","309","462","1119","0","38","113","136","297","1019","0","58","119","173","165","100"
"2021","2","A","골목상권","1000850","남부순환로339길","10187","6065","4122","25","2320","3177","2368","1586","711","7","912","1974","1634","1031","507","18","1408","1203","734","555","204"
"2021","2","A","골목상권","1000588","등촌로5길","2909","1351","1558","1","685","836","638","492","257","0","154","367","327","300","203","1","531","469","311","192","54"
"2021","2","A","골목상권","1000560","강서로45다길","5741","3586","2155","10","725","1321","1435","1418","832","8","394","860","870","833","621","2","331","461","565","585","211"
"2021","2","A","골목상권","1000544","중앙로36길","791","390","401","2","98","168","182","188","153","1","34","74","76","101","104","1","64","94","106","87","49"
"2021","2","A","골목상권","1000543","중앙로32길","8051","4620","3431","28","1512","2034","1907","1652","918","24","525","1230","1141","1015","685","4","987","804","766","637","233"
"2021","2","A","골목상권","1000542","중앙로25길","7155","4352","2803","28","946","1851","2058","1487","785","23","504","1161","1353","798","513","5","442","690","705","689","272"
"2021","2","A","골목상권","1000171","답십리로23길","621","354","267","0","53","109","142","155","162","0","36","69","95","81","73","0","17","40","47","74","89"
"2021","2","A","골목상권","1000189","서울시립대로4길","1374","920","454","5","205","281","370","322","191","3","135","171","236","225","150","2","70","110","134","97","41"
"2021","2","A","골목상권","1000928","선릉로18길","4438","2855","1583","57","877","1242","997","799","466","24","506","809","636","506","374","33","371","433","361","293","92"
"2021","2","A","골목상권","1000572","곰달래로53길","1091","644","447","6","124","230","256","292","183","3","64","138","139","170","130","3","60","92","117","122","53"
"2021","2","A","골목상권","1000571","곰달래로47길","2067","1097","970","8","272","603","564","430","190","5","138","324","274","230","126","3","134","279","290","200","64"
"2021","2","A","골목상권","1000570","곰달래로31길","2412","1359","1053","7","336","644","672","497","256","6","167","356","345","309","176","1","169","288","327","188","80"
"2021","2","A","골목상권","1000606","화곡로44나길","5789","3797","1992","7","665","1442","1348","1460","867","3","304","817","856","1079","738","4","361","625","492","381","129"
"2021","2","A","골목상권","1000591","양천로14길","3079","2104","975","7","260","550","863","863","536","5","152","337","608","574","428","2","108","213","255","289","108"
"2021","2","A","골목상권","1000707","디지털로37길","4034","2188","1846","14","496","685","822","869","1148","4","168","334","424","498","760","10","328","351","398","371","388"
"2021","2","A","골목상권","1000651","우마길","5342","3270","2072","25","833","1287","1361","1038","798","17","423","788","849","644","549","8","410","499","512","394","249"
"2021","2","A","골목상권","1000620","경인로47길","3644","2363","1281","2","400","761","863","902","716","2","204","446","507","589","615","0","196","315","356","313","101"
"2021","2","A","골목상권","1000637","구로중앙로7길","2087","1421","666","5","155","309","476","695","447","4","69","168","321","517","342","1","86","141","155","178","105"
"2021","2","A","골목상권","1000574","공항대로38길","3757","1683","2074","5","359","584","714","748","1347","3","140","299","351","300","590","2","219","285","363","448","757"
"2021","2","A","골목상권","1000854","동광로1길","18425","8873","9552","82","3241","4438","4954","3232","2478","67","997","1910","2270","1745","1884","15","2244","2528","2684","1487","594"
"2021","2","A","골목상권","1000668","범안로11길","24441","16601","7840","68","2868","5378","5207","4561","6359","51","1714","3778","3789","3075","4194","17","1154","1600","1418","1486","2165"
"2021","2","A","골목상권","1000675","시흥대로153길","2904","1507","1397","14","271","410","599","654","956","3","147","225","331","361","440","11","124","185","268","293","516"
"2021","2","A","골목상권","1000703","도신로15길","2731","1586","1145","13","351","604","689","593","481","9","113","303","382","417","362","4","238","301","307","176","119"
"2021","2","A","골목상권","1000658","금하로24길","1694","977","717","6","190","373","401","418","306","6","101","216","209","248","197","0","89","157","192","170","109"
"2021","2","A","골목상권","1000767","성대로29길","1658","762","896","2","224","316","366","429","321","1","97","153","150","202","159","1","127","163","216","227","162"
"2021","2","A","골목상권","1000364","도봉로156길","1281","929","352","1","66","160","250","386","418","0","22","92","148","293","374","1","44","68","102","93","44"
"2021","2","A","골목상권","1000779","흑석로9길","670","368","302","1","107","148","180","141","93","0","48","87","98","71","64","1","59","61","82","70","29"
"2021","2","A","골목상권","1000872","서초대로4길","10140","4542","5598","28","1886","2617","2462","1862","1285","11","653","1116","1089","905","768","17","1233","1501","1373","957","517"
"2021","2","A","골목상권","1000731","영등포로84길","3623","1678","1945","5","644","828","853","768","525","0","208","415","432","325","298","5","436","413","421","443","227"
"2021","2","A","골목상권","1000697","대림로7길","4645","2570","2075","23","889","1417","1171","731","414","10","390","839","617","439","275","13","499","578","554","292","139"
"2021","2","A","골목상권","1000890","개포로20길","12336","8232","4104","27","1910","3544","3270","2170","1415","11","988","2384","2354","1414","1081","16","922","1160","916","756","334"
"2021","2","A","골목상권","1000882","효령로34길","9543","6126","3417","101","1530","2821","2430","1576","1085","32","778","1644","1705","1140","827","69","752","1177","725","436","258"
"2021","2","A","골목상권","1000218","휘경로14길","1479","863","616","2","157","276","399","372","273","0","59","153","246","256","149","2","98","123","153","116","124"
"2021","2","A","골목상권","1000902","논현로63길","36667","24758","11909","142","7242","9908","9605","7399","2371","42","2992","6291","7467","6076","1890","100","4250","3617","2138","1323","481"
"2021","2","A","골목상권","1000963","오금로11길","24198","13753","10445","51","3788","6203","5486","5235","3435","31","2092","3996","3291","2449","1894","20","1696","2207","2195","2786","1541"
"2021","2","A","골목상권","1000173","답십리로60길","2814","1528","1286","10","218","367","546","730","943","8","104","213","339","376","488","2","114","154","207","354","455"
"2021","2","A","골목상권","1000138","능동로19길","1993","1264","729","2","200","302","497","650","342","0","76","165","320","437","266","2","124","137","177","213","76"
"2021","2","A","골목상권","1000272","동소문로6길","3075","1751","1324","11","285","567","1022","837","353","4","130","325","582","467","243","7","155","242","440","370","110"
"2021","2","A","골목상권","1000338","솔샘로65길","1680","791","889","8","123","270","394","410","475","7","33","99","167","220","265","1","90","171","227","190","210"
"2021","2","A","골목상권","1000491","양화로11길","10929","5400","5529","63","2297","3451","2604","1577","937","44","939","1550","1336","868","663","19","1358","1901","1268","709","274"
"2021","2","A","골목상권","1000351","한천로140길","3507","1801","1706","6","375","859","910","874","483","5","143","394","473","511","275","1","232","465","437","363","208"
"2021","2","A","골목상권","1000213","천호대로97길","2965","1783","1182","3","272","446","561","649","1034","1","124","255","305","374","724","2","148","191","256","275","310"
"2021","2","A","골목상권","1000282","성북로8길","4182","2354","1828","23","494","912","1411","968","374","12","211","482","771","591","287","11","283","430","640","377","87"
"2021","2","A","골목상권","1000986","양재대로101길","6685","3123","3562","24","1129","1353","1558","1517","1104","16","409","696","804","594","604","8","720","657","754","923","500"
"2021","2","A","골목상권","1001000","진황도로47길","4044","1908","2136","15","481","761","994","1016","777","9","197","423","509","354","416","6","284","338","485","662","361"
"2021","2","A","골목상권","1001005","천호대로187길","4336","2078","2258","11","515","786","1018","1163","843","6","222","426","507","425","492","5","293","360","511","738","351"
"2021","2","A","골목상권","1001006","천호대로197길","2122","1190","932","2","260","374","420","580","486","2","147","232","225","279","305","0","113","142","195","301","181"
"2021","2","A","골목상권","1000964","오금로36길","8762","6025","2737","22","1512","2571","2168","1644","845","13","867","1818","1582","1082","663","9","645","753","586","562","182"
"2021","2","A","골목상권","1000959","양재대로62길","14774","8253","6521","33","2326","3507","3049","2730","3129","12","943","1946","1867","1367","2118","21","1383","1561","1182","1363","1011"
"2021","2","A","골목상권","1000998","올림픽로98길","2188","1168","1020","1","236","349","409","380","813","1","88","201","227","228","423","0","148","148","182","152","390"
"2021","2","A","골목상권","1000462","도화길","17974","9976","7998","28","3098","4346","4235","3811","2456","16","1498","2609","2619","1790","1444","12","1600","1737","1616","2021","1012"
"2021","2","A","골목상권","1000079","한강대로43길","27127","10372","16755","153","7139","9391","7217","2423","804","71","2574","3620","2609","980","518","82","4565","5771","4608","1443","286"
"2021","2","A","골목상권","1000052","녹사평대로32길","2868","1497","1371","14","486","847","659","621","241","11","177","375","350","402","182","3","309","472","309","219","59"
"2021","2","A","골목상권","1000101","무학봉길","1081","535","546","1","139","248","287","259","147","1","52","115","138","124","105","0","87","133","149","135","42"
"2021","2","A","골목상권","1000135","긴고랑로8길","5420","2611","2809","79","1401","1029","1086","1266","559","25","598","551","538","502","397","54","803","478","548","764","162"
"2021","2","A","골목상권","1000226","공릉로2길","1693","846","847","0","190","354","448","430","271","0","59","167","211","219","190","0","131","187","237","211","81"
"2021","2","A","골목상권","1000227","답십리로75길","1647","1158","489","2","146","269","413","594","223","1","61","158","284","477","177","1","85","111","129","117","46"
"2021","2","A","골목상권","1000064","우사단로4길","2880","1830","1050","3","448","948","794","491","196","2","133","579","586","385","145","1","315","369","208","106","51"
"2021","2","A","골목상권","1000159","자양로15길","14033","10711","3322","15","963","2057","3878","5600","1520","11","438","1259","3031","4713","1259","4","525","798","847","887","261"
"2021","2","A","골목상권","1000228","동일로100길","3062","1918","1144","5","382","644","840","712","479","1","186","437","469","435","390","4","196","207","371","277","89"
"2021","2","A","골목상권","1000243","면목로45길","2478","1502","976","5","260","477","642","635","459","2","95","236","362","453","354","3","165","241","280","182","105"
"2021","2","A","골목상권","1000076","청파로73길","4721","2547","2174","10","913","1365","965","784","684","5","300","628","566","511","537","5","613","737","399","273","147"
"2021","2","A","골목상권","1000246","면목로55길","2381","1425","956","4","284","506","594","560","433","1","120","285","316","372","331","3","164","221","278","188","102"
"2021","2","A","골목상권","1000344","인수봉로72길","3985","2568","1417","0","249","550","888","1099","1199","0","80","281","601","772","834","0","169","269","287","327","365"
"2021","2","A","골목상권","1000319","덕릉로41길","4574","2478","2096","10","512","1051","1028","1202","771","8","199","522","530","774","445","2","313","529","498","428","326"
"2021","2","A","골목상권","1000078","한강대로15길","8277","4527","3750","11","827","1963","2797","1995","684","6","309","971","1448","1323","470","5","518","992","1349","672","214"
"2021","2","A","골목상권","1000699","도림로112길","2150","1459","691","15","234","495","588","503","315","12","114","332","403","351","247","3","120","163","185","152","68"
"2021","2","A","골목상권","1000435","가재울로6길","888","539","349","0","77","134","240","276","161","0","36","70","145","173","115","0","41","64","95","103","46"
"2021","2","A","골목상권","1000467","동교로19길","7995","4255","3740","21","1245","2157","2011","1503","1058","16","468","1122","1242","803","604","5","777","1035","769","700","454"
"2021","2","A","골목상권","1000488","신촌로12길","3946","1781","2165","10","815","883","900","792","546","3","354","427","403","298","296","7","461","456","497","494","250"
"2021","2","A","골목상권","1000705","도신로60길","1226","653","573","0","195","316","261","240","214","0","101","172","136","130","114","0","94","144","125","110","100"
"2021","2","A","골목상권","1000716","신길로42가길","2613","1392","1221","2","300","531","552","602","626","0","115","242","257","330","448","2","185","289","295","272","178"
"2021","2","A","골목상권","1000427","증산로9길","2163","1494","669","2","280","583","607","471","220","2","139","419","427","332","175","0","141","164","180","139","45"
"2021","2","A","골목상권","1000256","용마산로100길","1375","864","511","0","108","178","316","388","385","0","39","93","188","261","283","0","69","85","128","127","102"
"2021","2","A","골목상권","1001007","천호대로219길","966","662","304","0","107","187","231","268","173","0","53","131","167","183","128","0","54","56","64","85","45"
"2021","2","A","골목상권","1001002","천중로51길","3276","1938","1338","7","333","588","749","854","745","4","166","368","422","485","493","3","167","220","327","369","252"
"2021","2","A","골목상권","1000037","동호로20길","12817","6753","6064","45","2550","3524","3201","2598","899","8","851","1970","1848","1463","613","37","1699","1554","1353","1135","286"
"2021","2","A","골목상권","1000068","원효로89길","8896","6141","2755","41","1655","2966","2333","1332","569","16","888","1947","1799","1072","419","25","767","1019","534","260","150"
"2021","2","A","골목상권","1000067","원효로53길","5634","3975","1659","25","859","1695","1558","892","605","18","526","1240","1133","617","441","7","333","455","425","275","164"
"2021","2","A","골목상권","1000700","도림로147길","7404","4074","3330","18","1114","1583","1783","1996","910","8","551","993","1053","914","555","10","563","590","730","1082","355"
"2021","2","A","골목상권","1000813","서림7길","1807","1219","588","3","188","296","492","545","283","1","94","164","333","401","226","2","94","132","159","144","57"
"2021","2","A","골목상권","1000500","월드컵로19길","3830","2335","1495","6","552","727","826","640","1079","4","245","377","435","391","883","2","307","350","391","249","196"
"2021","2","A","골목상권","1000701","도림로63길","1116","737","379","1","109","196","295","301","214","1","67","121","196","185","167","0","42","75","99","116","47"
"2021","2","A","골목상권","1000696","대림로44길","3546","2539","1007","12","462","923","1058","707","384","4","238","679","832","498","288","8","224","244","226","209","96"
"2021","2","A","골목상권","1000797","남부순환로161길","4573","3124","1449","2","711","1290","1260","880","430","2","331","893","969","644","285","0","380","397","291","236","145"
"2021","2","A","골목상권","1000380","동일로192길","2933","1744","1189","7","250","389","576","757","954","3","125","174","285","514","643","4","125","215","291","243","311"
"2021","2","A","골목상권","1000515","남부순환로70길","3594","2662","932","4","319","506","739","1074","952","2","174","321","493","818","854","2","145","185","246","256","98"
"2021","2","A","골목상권","1000521","목동로19길","4271","2529","1742","5","433","753","802","903","1375","2","127","341","390","513","1156","3","306","412","412","390","219"
"2021","2","A","골목상권","1000133","긴고랑로20길","3283","1719","1564","57","615","678","815","706","412","10","280","394","410","366","259","47","335","284","405","340","153"
"2021","2","A","골목상권","1000728","영등포로35길","3743","2275","1468","13","481","839","982","801","627","3","199","498","671","501","403","10","282","341","311","300","224"
"2021","2","A","골목상권","1000121","용답29길","8662","5091","3571","27","1495","2040","2283","1941","876","22","1118","1520","1135","669","627","5","377","520","1148","1272","249"
"2021","2","A","골목상권","1000734","국사봉2길","16980","10887","6093","45","3354","3282","2656","4132","3511","24","2691","2728","1718","1933","1793","21","663","554","938","2199","1718"
"2021","2","A","골목상권","1000829","조원로10길","16779","9737","7042","39","3618","5716","4238","1962","1206","17","1555","3402","2671","1244","848","22","2063","2314","1567","718","358"
"2021","2","A","골목상권","1000624","고척로52길","5315","3889","1426","9","400","1118","1534","1736","518","8","220","818","1142","1346","355","1","180","300","392","390","163"
"2021","2","A","골목상권","1000901","논현로28길","44952","23368","21584","229","8367","10518","13581","9175","3082","127","4058","6280","6374","4528","2001","102","4309","4238","7207","4647","1081"
"2021","2","A","골목상권","1000851","논현로1길","10640","6745","3895","39","2086","3148","2518","1816","1033","23","1269","2062","1534","1102","755","16","817","1086","984","714","278"
"2021","2","A","골목상권","1000801","남현2길","3073","1912","1161","0","427","708","848","596","494","0","186","432","557","363","374","0","241","276","291","233","120"
"2021","2","A","골목상권","1000802","남현3길","5523","3108","2415","8","1036","1416","1438","974","651","4","446","769","810","589","490","4","590","647","628","385","161"
"2021","2","A","골목상권","1000411","연서로5길","3063","1436","1627","3","492","601","791","742","434","1","202","274","346","323","290","2","290","327","445","419","144"
"2021","2","A","골목상권","1000017","종로24길","6369","4113","2256","22","689","1588","1642","1347","1081","5","312","969","1103","899","825","17","377","619","539","448","256"
"2021","2","A","골목상권","1000356","도당로13바길","1045","467","578","0","92","205","263","215","270","0","37","93","114","102","121","0","55","112","149","113","149"
"2021","2","A","골목상권","1000398","역말로9길","2151","1132","1019","3","261","472","592","464","359","3","101","238","301","230","259","0","160","234","291","234","100"
"2021","2","A","골목상권","1000507","가로공원로58길","1014","585","429","0","101","169","214","309","221","0","36","63","107","199","180","0","65","106","107","110","41"
"2021","2","A","골목상권","1000408","연서로34길","2541","1241","1300","4","149","280","401","486","1221","2","53","139","160","202","685","2","96","141","241","284","536"
"2021","2","A","골목상권","1000407","연서로33길","2718","1375","1343","3","170","344","389","525","1287","1","57","190","184","226","717","2","113","154","205","299","570"
"2021","2","A","골목상권","1000623","고척로27다길","1272","690","582","2","130","300","292","316","232","0","67","141","129","171","182","2","63","159","163","145","50"
"2021","2","A","골목상권","1000396","서오릉로8길","2126","1123","1003","11","274","456","566","478","341","8","113","217","290","250","245","3","161","239","276","228","96"
"2021","2","A","골목상권","1000424","증산로17길","1533","971","562","1","158","267","349","407","351","1","105","154","187","236","288","0","53","113","162","171","63"
"2021","2","A","골목상권","1000598","우장산로6길","1666","914","752","0","263","279","400","447","277","0","121","145","190","247","211","0","142","134","210","200","66"
"2021","2","A","골목상권","1000217","한천로46길","2745","1664","1081","7","257","609","744","699","429","4","108","329","405","450","368","3","149","280","339","249","61"
"2021","2","A","골목상권","1000546","중앙로47길","3972","3000","972","4","365","821","893","526","1363","1","161","497","664","384","1293","3","204","324","229","142","70"
"2021","2","A","골목상권","1000528","목동중앙북로8길","5137","3009","2128","3","654","1082","1257","1263","878","1","306","610","760","777","555","2","348","472","497","486","323"
"2021","2","A","골목상권","1000650","오류로8길","3811","2518","1293","0","495","828","1007","944","537","0","343","518","637","630","390","0","152","310","370","314","147"
"2021","2","A","골목상권","1000573","곰달래로60길","3810","1592","2218","2","835","1029","833","744","367","1","201","419","386","358","227","1","634","610","447","386","140"
